pid,old-pid,gid,unique gid,goaldisrupted,old-cid,goal-statement,Goal categories,,cid,uniquecid,Goal scope,rep-id,circumstance,Situation that occurred ,Repeating for another goal,Life Event?,Pre-existing?,Duplicate?,how-long,frequency,affect-wellbeing,affect-logistical,Disruption labor produced,Disruption labor produced,Disruption labor produced,affect-goal,change,Goal changes,,,,,,
S21,S21,goal1,S21goal1,,circ1,Find a job,Work/Career,,circ1,S21goal1circ1,Medium term,,Currently homeless,Other,No,Yes,Yes,No,multiple months to a year,daily,"Stressfully, scary situation, doesn't help my already poor mental health, makes me feel like the worst mother alove",,Emotional,,,"No clue where I would be able to get to day to day, plus no address to put down on applications",Reached out to my mother for help in securing housing forst,Changed strategy,,,,,,
S21,S21,goal1,S21goal1,"S21goal2, S21goal4, S21goal5",circ2,Find a job,Work/Career,,circ2,S21goal1circ2,Medium term,,Currently without childcare and it is summer so no school either,Caregiving,No,No,No,No,multiple months to a year,daily,"Single mother, so without childcare it's hard to do anything",,Logistical,,,"Single mother, so without childcare it's impossible to go to a job, and until summer break is over I can't even find something for during school hours",Waiting until summer is over and she. Is in school to find something,Paused,,,,,,
S21,S21,goal1,S21goal1,,circ3,Find a job,Work/Career,,circ3,S21goal1circ3,Medium term,,"No car currently, which greatly limits my prospects",Transportation,No,No,Yes,No,multiple months to a year,daily,Hard to get anywhere,,Logistical,,,Must be able to walk to wherever I work as public transit is unreliable in my area and there are very limited places,"Still trying to figure out a workaround, and only looking at the crappy places near me",Changed strategy,,,,,,
S21,S21,goal1,S21goal1,,circ4,Find a job,Work/Career,,circ4,S21goal1circ4,Medium term,,No degrees,Internal-Skills,No,No,Yes,No,longer than a year,daily,Inapplicable,,No response,,,Limits prospects and income,I haven't,No change,,,,,,
S21,S21,goal2,S21goal2,,circ1,Find an apartment,Housing,,circ1,S21goal2circ1,Medium term,,No proof of income due to unemployment,Employment,No,No,Yes,No,multiple months to a year,daily,Makes me feel like a lazy piece of shit,,Logistical,Emotional,,No one will rent to someone with no income,Reached out to my mother to cosign,Changed strategy,,,,,,
S21,S21,goal3,S21goal3,S21goal4,circ1,Be more honest with therapist and psychiatrist,Mental health and wellbeing,,circ1,S21goal3circ1,Aspirational,,I have an extremely hard time opening up or talking about feelings and emotions,Internal - Feelings and thoughts,No,No,No,No,longer than a year,weekly,Everything stays bottled up,,Emotional,,,"Makes it harder for my therapist and psychiatrist to help treat my PTSD, depression, anxiety and ADHD","So far I haven't, still trying to",No change,,,,,,
S21,S21,goal4,S21goal4,,circ1,Improve mine and my daughter's life,Social connection,,circ1,S21goal4circ1,Aspirational,,Mental health issues and circumstances,Internal - Feelings and thoughts,No,No,Yes,No,longer than a year,daily,Poor mental health and struggling with suicidal ideation,,Emotional,,,Hard to do anything,Continuing to work on my mental health and circumstances,No change,,,,,,
S21,S21,goal5,S21goal5,,circ1,Get a car,Shopping,,circ1,S21goal5circ1,Long term,,No money,Finances,No,No,Yes,No,longer than a year,daily,It makes living almost impossible,,Financial,,,"People generally don't give them away for free, and want money in return for a car and I have none",,Abandoned,,,,,,
S22,S22,goal1,S22goal1,S22goal3,circ1,Finding a post-grad job,Work/Career,,circ1,S22goal1circ1,Medium term,,No license so limited to remote jobs,Resources,No,No,Yes,No,multiple months to a year,weekly,"feels isolating, fewer options",,Emotional,,,,I search for jobs that are only remote or close enough to my city,Changed strategy,,,,,,
S22,S22,goal1,S22goal1,,circ2,Finding a post-grad job,Work/Career,,circ2,S22goal1circ2,Medium term,,Jobs not accepting fresh grads,Employment,No,No,No,No,multiple months to a year,weekly,frustrated,,Emotional,,,,I tend to look at entry level now,Changed strategy,,,,,,
S22,S22,goal1,S22goal1,,circ3,Finding a post-grad job,Work/Career,,circ3,S22goal1circ3,Medium term,,Vague job descriptions and pay,Employment,No,No,No,No,multiple months to a year,weekly,annoyed,,Emotional,,,,Had to spend more time perusing job listings,Changed time,,,,,,
S22,S22,goal2,S22goal2,,circ1,Save $1000 for concert and travel,Recreation,,circ1,S22goal2circ1,Long term,,I also have to set aside money for student loans,Finances,No,No,No,No,multiple months to a year,monthly,stressed,,Emotional,,,,I have to prioritize student loans,Changed strategy,,,,,,
S22,S22,goal2,S22goal2,,circ2,Save $1000 for concert and travel,Recreation,,circ2,S22goal2circ2,Long term,,Cost of living,Finances,No,No,No,No,multiple months to a year,daily,"stressed, guilty",,Emotional,,,,Finding cheaper travel options/splitting with friends,Changed strategy,,,,,,
S22,S22,goal3,S22goal3,,circ1,Seeking a romantic partner,Social connection,,circ1,S22goal3circ1,Medium term,,flaky romantic interests,Internal - Feelings and thoughts,No,No,No,No,multiple days to a week,every 6 months,disappointed,,Emotional,,,,"being picky with people, choosing more intentional people",Changed strategy,,,,,,
S22,S22,goal3,S22goal3,,circ2,Seeking a romantic partner,Social connection,,circ2,S22goal3circ2,Medium term,,busy and hard to schedule dates/have time to text,Social interaction - other,No,No,No,No,multiple months to a year,weekly,"feeling guilty, tired, depleted social battery",,Emotional,,,,being picky with my time and scheduling way in advance,Changed strategy,,,,,,
S23,S23,goal1,S23goal1,,circ1,finding ways to help better manage my depression without medication,Mental health and wellbeing,,circ1,S23goal1circ1,Long term,,my children not doing what was asked repeatedly,Social interactions - negative,No,No,No,No,an hour or less,every other week,overwhelming feeling,,Emotional,,,,I came up with a better solution that made it entertaining for my children to do what was asked and they finished with only having to ask one time,Changed strategy,,,,,,
S23,S23,goal1,S23goal1,,circ2,finding ways to help better manage my depression without medication,Mental health and wellbeing,,circ2,S23goal1circ2,Long term,,argument with an immediate family member,Social interactions - negative,No,Yes,No,No,more than an hour to half a day,every 6 months,emotionally drained,,Emotional,,,,i distanced myself from this family member,Changed strategy,,,,,,
S23,S23,goal1,S23goal1,,circ3,finding ways to help better manage my depression without medication,Mental health and wellbeing,,circ3,S23goal1circ3,Long term,,nightmare,Sleep,No,No,No,No,no disruption to finding ways to help better manage my depression without medication due to nightmare,weekly,"anxious, scared",,Emotional,,,,praying before bed,Changed strategy,,,,,,
S23,S23,goal2,S23goal2,,circ1,finding ways to help better manage my anxiety,Mental health and wellbeing,,circ1,S23goal2circ1,Long term,,careless drivers,Social interaction - other,No,No,No,No,more than half a day to a day,weekly,anxiety,,Emotional,,,hard to focus,i avoid main streets that tend to have more traffic,Changed strategy,,,,,,
S23,S23,goal3,S23goal3,,circ1,workouts for a better physical fitness,Physical Activity,,circ1,S23goal3circ1,Medium term,,weather conditions,Weather,No,No,No,No,more than an hour to half a day,weekly,laziness,,Emotional,,,no motivation,youtube workouts to do inside,Changed strategy,,,,,,
S24,S24,goal1,S24goal1,,circ1,improving my cardio health,Health - other,,circ1,S24goal1circ1,Long term,,heat wave making it difficult to exercise,Weather,No,No,No,No,multiple days to a week,daily,the hot weather made me feel depressed and mad,,Emotional,,,i couldn't exercise outside during the day,I would jog at night occasionally instead of the day,Changed strategy,,,,,,
S24,S24,goal1,S24goal1,,circ2,improving my cardio health,Health - other,,circ2,S24goal1circ2,Long term,,sore back,Pain,No,No,No,No,multiple days to a week,daily,"it made me frustrated, it made me feel 'broken'",,Emotional,,,i can't do too much exercise because of my back,I do light exercise like fast walking and jogging,Changed strategy,,,,,,
S24,S24,goal2,S24goal2,,circ1,eating a healthier diet,Nutrition,,circ1,S24goal2circ1,Medium term,,"i didn't have anything good to eat in the fridge, so I ate fast food.",Resources,No,No,No,No,multiple days to a week,weekly,i felt guilty and fat for eating out,,Emotional,,,my lack of appetizing food options made me eat junk,i did not eat healthy for that day,Skipped,,,,,,
S24,S24,goal2,S24goal2,,circ2,eating a healthier diet,Nutrition,,circ2,S24goal2circ2,Medium term,,I attended a party yesterday that had lots of junk food,Social interaction - other,No,No,No,No,more than half a day to a day,monthly,i had access to lots of free junk food,,Emotional,,,i ate lots of fried foods and candy that day,i ate mostly junk food that day,Skipped,,,,,,
S25,S25,goal1,S25goal1,,circ1,save for retirement,Financial Stability/Safety,,circ1,S25goal1circ1,Long term,,stock market sucks,Finances,No,No,No,No,multiple months to a year,weekly,NA,,Financial,,,making me lose money,NA,No response,,,,,,
S25,S25,goal1,S25goal1,,circ2,save for retirement,Financial Stability/Safety,,circ2,S25goal1circ2,Long term,,little money to put into investment,Finances,No,No,No,No,multiple months to a year,daily,NA,,Financial,,,can't grow my money more,NA,No response,,,,,,
S25,S25,goal2,S25goal2,,circ1,exercise through playing badminton,Physical Activity,,circ1,S25goal2circ1,Medium term,,body soreness from playing too much,Pain,No,No,No,No,multiple days to a week,weekly,doing certain things (eg bending knees) hurt a little,,Physical,,,,no change,No change,,,,,,
S25,S25,goal2,S25goal2,,circ2,exercise through playing badminton,Physical Activity,,circ2,S25goal2circ2,Medium term,,people don't want to play with me much,Resources,No,No,No,No,multiple weeks to a month,weekly,NA`,,No response,,,"less enjoyment, less activity",no change,No change,,,,,,
S25,S25,goal3,S25goal3,S25goal1,circ1,get a job,Work/Career,,circ1,S25goal3circ1,Medium term,,low drive,Internal - Feelings and thoughts,No,No,No,No,multiple weeks to a month,daily,constant guilt nagging at me,,Emotional,,,,searched less/less often,Changed strategy,,,,,,
S25,S25,goal3,S25goal3,,circ2,get a job,Work/Career,,circ2,S25goal3circ2,Medium term,,tough job market,Employment,No,No,No,No,multiple months to a year,daily,NA,,No response,,,less opportunities,no change,No change,,,,,,
S26,S26,goal1,S26goal1,,circ1,Exercise 3-5 days a week,Physical Activity,,circ1,S26goal1circ1,Medium term,,N/A (I don't work out on weekends),No disruption,No,No,No,No,No response,No response,,,No labor- positive disruption,,,,,No response,,,,,,
S26,S26,goal2,S26goal2,,circ1,"Apply to jobs, even if they're not directly within my career path",Work/Career,,circ1,S26goal2circ1,Medium term,,Recuperating from being laid off,No disruption,No,Yes,No,No,No response,No response,It helped me feel a little more like myself.,,No labor- positive disruption,,,,I simply did not look at jobs for a few days.,Paused,,,,,,
S26,S26,goal3,S26goal3,,circ1,Work on strategies for managing my ADHD,Mental health and wellbeing,,circ1,S26goal3circ1,Medium term,,Recuperating from being laid off,No disruption,No,Yes,No,No,No response,No response,It made me feel a little more human.,NA,No labor- positive disruption,,,I barely had the brainspace to manage myself.,I resolved to get back to using strategies this week.,Paused,,,,,,
S27,S27,goal1,S27goal1,,circ1,Improve physical health,Health - other,,circ1,S27goal1circ1,Long term,,Unexpected work meeting,Work,No,No,No,No,more than half a day to a day,monthly,"The unexpected work meeting increased my stress levels and left me feeling anxious about falling behind on my fitness goals. I also felt physically tired from working late, which made it harder to stay motivated for exercise.",,Emotional,Physical,,"The unexpected work meeting disrupted my goal of improving physical health by cutting into my scheduled workout time, making it difficult to complete my planned exercise routine and leading to a reduced focus on my fitness activities for the day.","Incorporated Movement: Took short, brisk walks during breaks to stay active.",Changed strategy,,,,,,
S27,S27,goal1,S27goal1,,circ2,Improve physical health,Health - other,,circ2,S27goal1circ2,Long term,,Rainy weather,Weather,No,No,No,No,multiple days to a week,every other week,The rainy weather affected my well-being by causing frustration and disappointment at not being able to stick to my usual exercise routine. It also added stress as I had to adjust plans and find alternative indoor workouts.,"Adjust Exercise Routine: Set up and follow a new indoor workout plan, which involved researching and selecting suitable exercises.",Emotional,,Logistical,"The rainy weather disrupted my goal of improving physical health by making it unsafe and unappealing to run outdoors, which was my preferred exercise. This led to a lack of motivation to do my usual workout and required finding alternative indoor exercises.",Indoors Exercise: Switched to a home workout routine instead of going for an outdoor run.,Changed strategy,,,,,,
S27,S27,goal1,S27goal1,,circ3,Improve physical health,Health - other,,circ3,S27goal1circ3,Long term,,Late dinner,Diet,No,No,No,No,multiple days to a week,every other week,"The late dinner affected my well-being by causing physical discomfort and a feeling of fullness, which made it difficult to relax or sleep well. It also led to guilt for not sticking to my planned workout routine.","Adjust Workout Plans: Reorganize my evening schedule to fit in a shorter, less intense workout session.",Physical,Emotional,Logistical,The late dinner disrupted my goal of improving physical health by making me feel too full and uncomfortable to engage in a vigorous workout. It also affected my energy levels and motivation to exercise effectively afterward.,Shortened Workout: Reduced my exercise session to 20 minutes instead of the usual 45 minutes.,Changed time,,,,,,
S27,S27,goal1,S27goal1,,circ4,Improve physical health,Health - other,,circ4,S27goal1circ4,Long term,,Feeling fatigued,Internal - Feelings and thoughts,No,No,No,No,multiple days to a week,monthly,"Feeling fatigued affected my well-being by causing physical exhaustion and a sense of frustration. It also led to emotional stress, including guilt for not meeting my fitness goals and concern about falling behind on my routine.","Prioritize Rest: Took additional time to rest and recover, delaying other planned activities.",Physical,Emotional,,"Feeling fatigued disrupted my goal of improving physical health by diminishing my motivation and energy levels, making it challenging to complete my usual workout and leading to a skipped session or a less effective exercise routine.",Rescheduled: Moved my workout to a different time when I might feel more energized.,Rescheduled,,,,,,
S27,S27,goal1,S27goal1,,circ5,Improve physical health,Health - other,,circ5,S27goal1circ5,Long term,r14,Family emergency,Social interaction - other,Yes,Yes,No,No,more than half a day to a day,every 6 months,The family emergency affected my well-being by increasing my anxiety and emotional stress. It also led to physical fatigue and a sense of guilt for not being able to focus on my fitness goals while attending to urgent family needs.,Adjust Daily Routine: Reorganized my schedule to manage unexpected tasks and support family members.,Emotional,Physical,Logistical,"The family emergency disrupted my goal of improving physical health by diverting my time and attention away from workouts. It caused significant stress and reduced my motivation and energy, leading to skipped or shortened exercise sessions.",Rescheduled Workouts: Postponed my exercise sessions to later in the day or the following day.,Rescheduled,,,,,,
S27,S27,goal2,S27goal2,,circ1,Enhance mental well-being,Mental health and wellbeing,,circ1,S27goal2circ1,Long term,,High Work Stress,Work,No,No,No,No,multiple weeks to a month,monthly,"High work stress affected my well-being by increasing my anxiety and causing emotional exhaustion. It also led to physical symptoms like tension headaches and disrupted sleep, further compounding the stress and reducing my overall sense of well-being.",Extended Work Hours: Spent extra time working to meet deadlines and manage increased workload.,Emotional,Physical,Logistical,"High work stress disrupted my goal of enhancing mental well-being by increasing feelings of anxiety and overwhelm, which made it difficult to focus on relaxation and mindfulness practices. It also reduced my motivation to engage in activities that support mental health.","Incorporated Quick Breaks: Took short, mindful breaks throughout the workday instead of longer, scheduled relaxation sessions.",Changed strategy,,,,,,
S27,S27,goal2,S27goal2,,circ2,Enhance mental well-being,Mental health and wellbeing,,circ2,S27goal2circ2,Long term,,Sleep Disruption,Sleep,No,No,No,No,multiple days to a week,every other week,"Sleep disruption affected my well-being by causing physical fatigue and impaired concentration. Emotionally, it led to increased irritability and heightened anxiety, making it harder to manage daily stress and maintain a positive outlook.","Modified Evening Routine: Engaged in light activities, like reading or taking a warm bath, to improve relaxation and wind down before bed.",Physical,Emotional,,"Sleep disruption disrupted my goal of enhancing mental well-being by leaving me feeling excessively tired and less focused, which undermined my ability to engage in effective relaxation and mindfulness practices. This also increased my stress levels and reduced overall emotional resilience.","Simplified Relaxation Techniques: Opted for shorter, less demanding relaxation exercises like deep breathing instead of more involved practices.",Changed strategy,,,,,,
S27,S27,goal2,S27goal2,,circ3,Enhance mental well-being,Mental health and wellbeing,,circ3,S27goal2circ3,Long term,r15,Technical Issues,Resources,Yes,No,No,No,multiple days to a week,monthly,"Technical issues affected my well-being by causing increased frustration and stress. The inability to use my usual mental health tools led to feelings of anxiety and disrupted my routine, making it harder to achieve a sense of calm and relaxation.","Find Alternatives: Searched for and set up alternative relaxation methods, such as guided meditations from different sources or manual mindfulness exercises.",Emotional,,,"Technical issues disrupted my goal of enhancing mental well-being by preventing me from accessing my usual meditation or relaxation apps, which led to frustration and a reduced ability to engage in my planned mental health practices effectively.","Used Alternative Methods: Switched to a different relaxation technique, such as guided breathing exercises or mindfulness practices, without relying on the app.",Changed strategy,,,,,,
S27,S27,goal2,S27goal2,,circ4,Enhance mental well-being,Mental health and wellbeing,,circ4,S27goal2circ4,Long term,,Conflict with a Friend,Social interactions - negative,No,No,No,No,multiple days to a week,monthly,"The conflict with a friend affected my well-being by causing emotional distress, such as increased anxiety and feelings of guilt. It also led to physical symptoms like tension headaches and disrupted my overall mood and focus.","Describe any additional activities, actions or tasks you had to do in response to Conflict with a Friend? Write none or NA if you did no additional work or tasks. (answer only if different from previous response) Additional actions or tasks could be had to clean up after a pet accident, walked to calm myself down because I was angry, spending a few hours cooking because of family visiting, scrolling on tiktok for 30 mins to improve my mood, played a game to distract from arguments with my spouse etc.",Emotional,Physical,,"The conflict with a friend disrupted my goal of enhancing mental well-being by causing emotional distress and preoccupation. This made it difficult to focus on relaxation and mindfulness practices, leading to decreased effectiveness in managing stress and maintaining mental clarity.",Prioritized Emotional Processing: Focused more on processing my emotions and addressing the conflict rather than engaging in routine mental well-being activities.,Changed strategy,,,,,,
S27,S27,goal2,S27goal2,,circ5,Enhance mental well-being,Mental health and wellbeing,,circ5,S27goal2circ5,Long term,,Unexpected Family Obligation,Social interaction - other,No,No,No,No,multiple weeks to a month,monthly,"The unexpected family obligation affected my well-being by increasing emotional stress and anxiety due to the disruption of my routine. It also led to physical fatigue from handling additional tasks and responsibilities, which diminished my overall sense of balance and relaxation.","Handle Additional Responsibilities: Took on extra tasks related to the family situation, such as coordinating schedules or providing support.",Emotional,Physical,Logistical,The unexpected family obligation disrupted my goal of enhancing mental well-being by diverting my time and attention away from relaxation and self-care activities. This caused interruptions in my usual routines and reduced my ability to engage fully in stress-relief practices.,Shortened Meditation: Reduced meditation or mindfulness practice from 30 minutes to 15 minutes to fit into the revised schedule.,Changed time,,,,,,
S27,S27,goal3,S27goal3,,circ1,Strengthen social connections,Social connection,,circ1,S27goal3circ1,Aspirational,r15,Technical Issues,Resources,Yes,No,No,No,multiple weeks to a month,every other week,Technical issues affected my well-being by causing frustration and increased anxiety due to the inability to stay connected. The disruption led to feelings of guilt for not being responsive and added stress from trying to resolve the technical problems.,"Seek Alternatives: Looked for alternative ways to stay connected, such as using different apps or platforms for communication",Emotional,,,"Technical issues disrupted my goal of strengthening social connections by preventing effective communication through digital platforms. This led to missed messages and delayed responses, hindering my ability to stay engaged and maintain regular contact with friends and family.",Used Alternative Communication Methods: Shifted to phone calls or text messages instead of relying on the problematic apps.,Changed strategy,,,,,,
S27,S27,goal3,S27goal3,,circ2,Strengthen social connections,Social connection,,circ2,S27goal3circ2,Aspirational,,Work Deadlines,Work,No,No,No,No,more than half a day to a day,monthly,"Work deadlines affected my well-being by increasing stress and anxiety due to the pressure to meet tight deadlines. This led to physical symptoms such as fatigue and tension headaches, and emotional stress from feeling overwhelmed and guilty about not having enough time for personal connections.","Extended Work Hours: Spent additional hours working to meet deadlines, often staying late or working on weekends.",Emotional,Physical,Logistical,Work deadlines disrupted my goal of strengthening social connections by limiting my available time for socializing and reducing my ability to engage meaningfully with others. The intense focus on work left me with little energy or opportunity to connect with friends and family.,Rescheduled Social Activities: Moved planned social interactions to a later time or day when I had more availability.,Rescheduled,,,,,,
S27,S27,goal3,S27goal3,,circ3,Strengthen social connections,Social connection,,circ3,S27goal3circ3,Aspirational,r14,Family Emergency,Social interaction - other,Yes,Yes,No,No,more than half a day to a day,weekly,"The family emergency affected my well-being by causing heightened stress and anxiety due to the urgent nature of the situation. Physically, it led to fatigue and disrupted sleep from the added emotional strain and additional tasks related to managing the emergency.",Manage Unexpected Tasks: Took on additional responsibilities such as organizing family support or handling urgent issues related to the emergency.,Emotional,Physical,Logistical,The family emergency disrupted my goal of strengthening social connections by diverting my focus and energy towards urgent family matters. This left me with limited time and emotional capacity to engage meaningfully with friends and maintain social interactions.,"Focused on Family Needs: Prioritized time and attention on the family emergency, which meant less availability for socializing with friends or attending social events.",Skipped,,,,,,
S27,S27,goal3,S27goal3,,circ4,Strengthen social connections,Social connection,,circ4,S27goal3circ4,Aspirational,r16,Health Issues,Health,Yes,No,Yes,No,multiple months to a year,weekly,"Health issues affected my well-being by causing physical discomfort and fatigue, which in turn increased my emotional stress and anxiety. The limitations on my activities also led to feelings of guilt and frustration over not being able to maintain my usual social interactions and responsibilities.","Adjust Daily Routines: Modified my schedule to include more rest and manage my symptoms, such as taking frequent breaks or scheduling medical appointments.",Emotional,Physical,Logistical,"Health issues disrupted my goal of strengthening social connections by limiting my physical ability to engage in social activities. I felt too fatigued or unwell to attend events or maintain regular in-person interactions, affecting my overall participation and engagement with friends and family.",Opted for Virtual Connection: Shifted from in-person meetups to virtual calls or messages to stay connected while minimizing physical strain.,Changed strategy,,,,,,
S27,S27,goal3,S27goal3,,circ5,Strengthen social connections,Social connection,,circ5,S27goal3circ5,Aspirational,,Scheduling Conflicts,Social interaction - other,No,No,No,No,more than half a day to a day,monthly,Scheduling conflicts affected my well-being by causing increased stress and anxiety due to the struggle to balance multiple commitments. The feeling of being overwhelmed led to physical fatigue and guilt over not being able to fully engage with social connections.,Reorganize Priorities: Adjusted my daily schedule to address urgent tasks and reallocate time to manage overlapping commitments.,Emotional,Physical,Logistical,Scheduling conflicts disrupted my goal of strengthening social connections by limiting the time available for social activities and interactions. This resulted in missed opportunities to connect with others and difficulty finding suitable times for meaningful engagements.,Rescheduled Social Engagements: Moved planned social activities to times when I had fewer commitments.,Rescheduled,,,,,,
S27,S27,goal4,S27goal4,,circ1,Advance career goals,Work/Career,,circ1,S27goal4circ1,Long term,,Unexpected Meeting,Work,No,No,No,No,multiple weeks to a month,every other week,"The unexpected meeting increased my stress levels and caused anxiety about falling behind on career goals. I felt guilty for not being able to allocate enough time to my development tasks, which added to my overall sense of pressure and fatigue.",Reorganize Work Schedule: Adjust my planned tasks and deadlines to accommodate the meeting.,Emotional,,Logistical,"The unexpected meeting disrupted my goal of advancing career goals by interrupting planned work time, leading to reduced focus on career development tasks and delaying progress on essential projects or networking activities.",Rescheduled Tasks: Moved my career advancement activities to later in the day or week to accommodate the meeting.,Rescheduled,,,,,,
S27,S27,goal4,S27goal4,,circ2,Advance career goals,Work/Career,,circ2,S27goal4circ2,Long term,r15,Technical Issues,Resources,Yes,No,No,No,more than half a day to a day,every other week,"Technical issues affected my well-being by increasing stress and frustration, which led to heightened anxiety and a sense of urgency. This also caused physical symptoms like tension headaches and disrupted my usual work routine.","In response to the technical issues, I had to spend extra time troubleshooting and fixing the problems, which involved restarting devices, checking connections, and possibly contacting tech support. This additional work further disrupted my schedule and added to my stress.",Emotional,Physical,Logistical,"Technical issues disrupted my goal of advancing career goals by causing delays in work, reducing productivity, and increasing frustration, which led to decreased motivation and focus on career development activities.","Reduced Focus Time: Spent less time on career development tasks, shifting from 1 hour to 30 minutes.",Changed time,,,,,,
S27,S27,goal4,S27goal4,,circ3,Advance career goals,Work/Career,,circ3,S27goal4circ3,Long term,,Tight Deadlines,Work,No,No,No,No,more than half a day to a day,monthly,"Increased Anxiety: The pressure to meet tight deadlines led to heightened anxiety, which affected my overall mood and mental health.","Describe any additional activities, actions or tasks you had to do in response to Tight Deadlines? Write none or NA if you did no additional work or tasks. (answer only if different from previous response) Additional actions or tasks could be had to clean up after a pet accident, walked to calm myself down because I was angry, spending a few hours cooking because of family visiting, scrolling on tiktok for 30 mins to improve my mood, played a game to distract from arguments with my spouse etc.",Emotional,,,"Reduced Focus on Career Development: I had less time to invest in activities like professional development courses, certifications, or networking events, which are crucial for career advancement.","Prioritized Tasks: I focused on the most urgent and impactful tasks, postponing or delegating less critical ones.",Changed strategy,,,,,,
S27,S27,goal4,S27goal4,,circ4,Advance career goals,Work/Career,,circ4,S27goal4circ4,Long term,,Miscommunication,Social interactions - negative,No,No,No,No,more than half a day to a day,monthly,"Additional Stressors: Resolving the miscommunication required extra effort and time, adding to my overall workload and creating additional stress.",Draft and Send Clarification Emails: I spent additional time drafting and sending emails to clarify points and correct misunderstandings.,Emotional,Logistical,,"Delayed Progress: Misunderstandings led to delays in project timelines or decision-making processes, slowing down the progress of my career objectives.","Extended Time for Corrections: I allocated additional time to address and correct misunderstandings, reducing the time I could spend on advancing career goals.",Changed time,,,,,,
S27,S27,goal4,S27goal4,,circ5,Advance career goals,Work/Career,,circ5,S27goal4circ5,Long term,r16,Health Issues,Health,Yes,No,Yes,No,multiple days to a week,monthly,"Physical Discomfort: I experienced physical symptoms such as fatigue, headaches, or stomach pain, which further drained my energy and affected my overall comfort and ability to engage in daily activities.",Attend Medical Appointments: Scheduled and attended extra medical appointments or consultations to address the health issues.,Logistical,Physical,,"Limited Engagement: I was less able to participate in meetings, networking events, or professional development activities, which are crucial for career growth.","Reducing Workload: I cut down on the number of hours spent on work-related activities, focusing only on essential tasks to manage my energy levels.",Changed strategy,,,,,,
S27,S27,goal5,S27goal5,,circ1,Boost financial stability,Financial Stability/Safety,,circ1,S27goal5circ1,Long term,,Unexpected Expenses,Finances,No,No,No,No,multiple days to a week,every 6 months,Physical Symptoms: Potential physical symptoms such as headaches or stomach issues due to stress and worry.,Review and Adjust Budget: Spent additional time revising your budget or financial plan to accommodate the new expenses.,Physical,,,"Budget Overrun: They can lead to an immediate budget overrun, forcing a reallocation of funds that were planned for savings or investments.",,No response,,,,,,
S27,S27,goal5,S27goal5,,circ2,Boost financial stability,Financial Stability/Safety,,circ2,S27goal5circ2,Long term,,Work-Related Financial Issues,Finances,No,No,No,No,more than an hour to half a day,every other week,"Mentally: The constant worry about work-related financial problems can lead to mental fatigue, reduced concentration, and decreased motivation, making it harder to focus on personal goals and responsibilities.","Negotiating with Stakeholders: Engaging in discussions or negotiations with employers, clients, or financial institutions to address financial concerns or seek support.",Emotional,,,"Increased Stress and Focus on Immediate Concerns: The stress and focus on resolving urgent financial issues related to work may shift your attention away from long-term financial stability goals, making it harder to focus on strategic financial planning.","Postponed Financial Goals: Delayed or rescheduled goals related to increasing savings, investments, or other financial improvements due to the need to address urgent work-related financial concerns.",Rescheduled,,,,,,
S27,S27,goal5,S27goal5,,circ3,Boost financial stability,Financial Stability/Safety,,circ3,S27goal5circ3,Long term,r15,Technical Problems,Resources,Yes,No,No,No,more than half a day to a day,weekly,"Increased Stress: Frustration and stress from dealing with technical issues, reducing your ability to focus on financial goals.",Interrupted Financial Transactions: Issues with online banking or financial apps causing delays or errors in processing transactions or payments.,Emotional,Logistical,,"Delayed Access to Financial Data: Inability to access important financial data or reports, hindering timely decision-making and planning.","Reduced Time on Financial Tasks: Spent less time on financial planning or analysis due to technical issues, e.g., 30 minutes instead of 45 minutes.",Changed time,,,,,,
S27,S27,goal5,S27goal5,,circ5,Boost financial stability,Financial Stability/Safety,,circ4,S27goal5circ4,Long term,,Market Volatility,Finances,No,No,No,No,no disruption to Boost financial stability due to Market Volatility,monthly,"Physical Symptoms: Physical manifestations of stress such as trouble sleeping, stomach issues, headaches, or general fatigue as a result of constant worrying about financial markets and their impact","Increased Stress: Elevated stress levels from tracking market fluctuations closely, making frequent adjustments to financial strategies, or dealing with the potential fallout of market changes.",Physical,Emotional,,"Reduced Investment Time: Limited the time spent on managing or reviewing investments, possibly due to increased caution or reduced market activity.",Increased Research: Dedicated additional time to researching market trends and seeking financial advice to make more informed decisions.,Changed strategy,,,,,,
S28,S28,goal1,S28goal1,,circ1,Actively cut back on sugary foods,Nutrition,,circ1,S28goal1circ1,Medium term,,Wife wanted to throw away a cookie and I don't like throwing food away,Social interactions - negative,No,No,No,No,an hour or less,monthly,I was upset because I told her not to eat too many cookies but she didn't listen. So she got full and wanted to throw the last one away so I ate it instead.,,Emotional,,,"Her wanting to throw it away is wasteful and a sin. So instead of throwing it away, I ate it. Therefore, it added sugar into my daily intake",It was half of a cookie so I didn't change anything.,No change,,,,,,
S28,S28,goal2,S28goal2,,circ1,Save an extra 100 dollars to pay off car faster,Financial Stability/Safety,,circ1,S28goal2circ1,Medium term,,"Car issues, buying a new tire",Finances,No,No,No,No,multiple weeks to a month,yearly or less,It created stress,I had to drive to two different tire shops to find the same brand tire for replacement.,Emotional,Logistical,,"The tire cost more than what I plan to save. So instead of saving 100, I spent 240 on one tire",I didnt change the goal,No change,,,,,,
